更新时间,#genre#
CCTV7国防军事,https://mgtv.ottiptv.cc/mg/673168121.m3u8?userid=5559462299&sign=d892a0f896f0a0061cef916725bfe291592cd30f1d88b5586b198227e988cca5c4a1a5f9d2ed0e67a81165c58d120f6c469eb31d41552b55510db05d409e087cf350c9dbcd0e299be093430b72b0029d87&auth_token=1b99577efa5a3442ca4c7820d6e0b4e8
CCTV8,P2p://starvod.xyz:19806/4777cd73565743f4865090cde3769013
CCTV8,http://1.195.111.251:11190/tsfile/live/0008_1.m3u8
CCTV8,http://1.198.10.32:9901/tsfile/live/0008_1.m3u8
CCTV8,http://1.94.31.214/php/py/k-web/ku9/py/socks5.py?ip=111.43.114.137:1080&u=http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV8,http://101.19.84.8:9901/tsfile/live/0008_1.m3u8
CCTV8,http://101.35.240.114:88/live.php?id=CCTV8
CCTV8,http://101.66.195.210:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV8,http://101.66.198.175:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV8,http://101.66.198.191:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV8,http://101.66.198.211:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV8,http://101.66.198.247:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV8,http://101.66.198.2:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV8,http://101.66.198.83:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV8,http://101.66.199.54:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV8,http://101.74.28.105:9901/tsfile/live/0008_1.m3u8
CCTV8,http://106.118.70.215:9901/tsfile/live/0008_1.m3u8
CCTV8,http://106.52.196.79:80/TV/mui.php?id=cctv8
CCTV8,http://107.173.199.222:35455/gaoma/cctv8.m3u8
CCTV8,http://107.173.199.222:35455/gaoma/cctv8k_36m.m3u8
CCTV8,http://110.42.45.89:35455/itv/1000000005000265008.m3u8?cdn=ystenlive
CCTV8,http://110.6.204.65:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://110.7.128.156:8096/tsfile/live/0008_1.m3u8
CCTV8,http://110.7.129.116:8096/tsfile/live/0008_1.m3u8
CCTV8,http://110.7.129.204:8096/tsfile/live/0008_1.m3u8
CCTV8,http://110.7.130.134:8096/tsfile/live/0008_1.m3u8
CCTV8,http://110.7.130.44:8096/tsfile/live/0008_1.m3u8
CCTV8,http://110.7.130.51:8096/tsfile/live/0008_1.m3u8
CCTV8,http://110.7.130.91:8096/tsfile/live/0008_1.m3u8
CCTV8,http://110.7.131.129:8096/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://110.7.131.146:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://110.7.131.193:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://110.7.131.231:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://110.7.131.40:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://110.7.131.4:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://110.7.131.79:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://110.80.17.38:9901/tsfile/live/0008_1.m3u8
CCTV8,http://111.14.181.15:9901/tsfile/live/0008_1.m3u8
CCTV8,http://111.14.181.15:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://111.160.17.2:59901/tsfile/live/0001_9.m3u8
CCTV8,http://111.160.17.2:59901/tsfile/live/0001_9.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://111.160.17.2:59901/tsfile/live/0008_1.m3u8
CCTV8,http://111.170.157.210:1081/?id=624878356&auth=95d4c11f9a4bc430bf05d5da4ace7ccb6034118cc61ab97f2da0fedcd6736182ab2588703088f3b97975b85b0ebae188
CCTV8,http://111.170.157.210:3099/liveinfo.ysp.cctv.cn/ysp/773bc0a4046b883561c36ba42591c925:1e2f62710d9a6ce7f2cb5774efca6c020b59871deca606cdf9daa9bf0b8802ec485c81690e8706fa47af0754659062811df3350f1494d726cf7b90e8b9a27f076f9dd1a4b3d42f9fb486a23be1d4d095bf2f6db8cc88634c5753474b754b5648e513da5e716b3462f3a28b77617b9db9
CCTV8,http://111.196.129.152:20000/udp/239.3.1.175:8001
CCTV8,http://111.196.135.75:8686/udp/239.3.1.175:8001
CCTV8,http://111.225.113.86:808/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://111.225.115.28:808/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://111.230.30.193/php/lyd.php?id=6008
CCTV8,http://111.29.9.33:6610/000000001000/1000000001000003736/index.m3u8?channel-id=bestzb&Contentid=1000000001000003736&livemode=1&stbId=3
CCTV8,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000//1.m3u8?channel-id=ystenlive&Contentid=1000000005000265008&livemode=1&stbId=3
CCTV8,http://111.4.59.41:60901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV8,http://111.43.126.240:9003/hls/21/index.m3u8
CCTV8,http://111.8.242.126:9999/tsfile/live/1034_1.m3u8
CCTV8,http://111.9.163.109:9901/tsfile/live/0008_1.m3u8
CCTV8,http://111.9.163.109:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://112.101.78.50:9901/tsfile/live/0008_1.m3u8
CCTV8,http://112.18.54.52:35455/itv/1000000005000265008.m3u8?cdn=ystenlive
CCTV8,http://112.234.21.153:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://112.30.73.119:9901/tsfile/live/1424_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV8,http://112.6.165.112:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://113.109.250.178:9999/udp/239.77.0.172:5146
CCTV8,http://113.135.194.13:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://113.140.86.162:8009/hls/8/index.m3u8
CCTV8,http://113.15.184.196:8181/tsfile/live/0008_1.m3u8
CCTV8,http://113.15.185.150:8181/tsfile/live/0008_1.m3u8
CCTV8,http://113.195.5.165:9901/tsfile/live/0008_1.m3u8
CCTV8,http://113.206.155.235:8003/udp/225.0.4.137:7980
CCTV8,http://113.218.229.47:8081/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://113.220.233.47:9999/tsfile/live/0008_1.m3u8
CCTV8,http://113.220.234.251:9999/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://113.236.17.12:9901/tsfile/live/1007_1.m3u8
CCTV8,http://113.241.133.223:9901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8,http://113.57.111.4:1111/tsfile/live/1007_1.m3u8
CCTV8,http://113.57.20.158:9901/tsfile/live/1027_1.m3u8
CCTV8,http://113.57.93.165:9900/tsfile/live/0008_1.m3u8
CCTV8,http://113.57.93.165:9900/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://113.95.132.166:554/rtp/239.77.0.172:5146
CCTV8,http://113.95.132.166:554/rtp/239.77.0.181:5146
CCTV8,http://114.105.187.147:9901/tsfile/live/0008_1.m3u8
CCTV8,http://114.228.152.34:8888/rtp/239.49.1.8:6000
CCTV8,http://114.243.110.0:4000/rtp/239.3.1.175:8001
CCTV8,http://114.252.236.205:8000/rtp/239.3.1.175:8001
CCTV8,http://114.252.238.87:8000/udp/239.3.1.175:8001
CCTV8,http://114.254.80.92:88/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://114.254.93.41:88/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://114.254.95.12:88/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://115.171.216.195:4000/udp/225.1.8.85:8000
CCTV8,http://115.171.80.152:1688/udp/225.1.8.85:8000
CCTV8,http://115.171.80.152:1688/udp/225.1.8.91:8000
CCTV8,http://115.190.247.176:1111/624878356
CCTV8,http://115.48.61.41:9901/tsfile/live/0008_1.m3u8
CCTV8,http://115.48.62.70:9901/tsfile/live/0008_1.m3u8
CCTV8,http://115.48.62.82:9901/tsfile/live/0008_1.m3u8
CCTV8,http://115.48.63.125:9901/tsfile/live/0008_1.m3u8
CCTV8,http://115.48.63.221:9901/tsfile/live/0008_1.m3u8
CCTV8,http://115.48.63.37:9901/tsfile/live/0008_1.m3u8
CCTV8,http://115.60.241.249:2000/rtp/225.1.4.161:1197
CCTV8,http://116.117.104.248:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://116.117.104.34:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://116.117.105.236:8096/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://116.117.105.71:8096/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://116.117.105.96:8096/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://116.117.106.103:8096/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://116.117.106.117:8096/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://116.117.106.11:8096/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://116.117.107.20:8096/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://116.117.107.84:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://116.128.242.83:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://116.128.243.121:9905/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://116.28.98.129:8888/udp/239.77.0.172:5146
CCTV8,http://116.52.173.194:1234/624878356
CCTV8,http://116.9.204.242:9901/tsfile/live/0008_1.m3u8
CCTV8,http://116.9.204.242:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://117.144.58.42:35455/gaoma/cctv8.m3u8
CCTV8,http://117.169.124.36:6610/ysten-businessmobile/live/cctv-8/1.m3u8
CCTV8,http://117.190.144.101:1111/tsfile/live/0008_1.m3u8
CCTV8,http://117.27.190.42:9998/tsfile/live/23239_1.m3u8
CCTV8,http://117.27.190.42:9998/tsfile/live/23239_1.m3u8?key=txiptv
CCTV8,http://118.113.157.64:4022/udp/239.93.0.203:9072
CCTV8,http://118.113.157.64:4022/udp/239.93.42.39:5140
CCTV8,http://118.122.2.29:9999/hls/8/index.m3u8
CCTV8,http://118.248.216.151:8088/tsfile/live/0008_1.m3u8
CCTV8,http://118.249.23.16:4022/udp/239.76.246.158:1234
CCTV8,http://118.249.23.16:4022/udp/239.76.253.158:9000
CCTV8,http://118.77.152.185:9901/tsfile/live/0008_1.m3u8
CCTV8,http://118.77.152.195:9901/tsfile/live/0008_1.m3u8
CCTV8,http://119.125.134.176:9901/tsfile/live/0008_1.m3u8
CCTV8,http://119.125.134.185:9902/tsfile/live/0008_1.m3u8
CCTV8,http://119.163.199.98:9901/tsfile/live/0008_1.m3u8
CCTV8,http://119.32.12.17:2901/udp/224.1.100.86:11111
CCTV8,http://119.32.12.32:2901/udp/224.1.100.86:11111
CCTV8,http://119.62.11.48:9901/tsfile/live/0008_1.m3u8
CCTV8,http://119.62.36.174:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV8,http://119.62.57.128:9901/tsfile/live/0008_1.m3u8
CCTV8,http://119.62.57.129:9901/tsfile/live/0008_1.m3u8
CCTV8,http://119.62.57.8:9901/tsfile/live/0008_1.m3u8
CCTV8,http://119.62.59.201:9901/tsfile/live/0008_1.m3u8
CCTV8,http://119.62.80.45:9901/tsfile/live/0008_1.m3u8
CCTV8,http://120.192.226.35:8009/hls/8/index.m3u8
CCTV8,http://120.197.43.179:9901/tsfile/live/0009_1.m3u8
CCTV8,http://120.202.94.181:9446/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8,http://120.224.178.16:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://120.234.5.29:6000/udp/239.20.0.31:3280
CCTV8,http://120.238.94.10:9901/tsfile/live/1026_1.m3u8
CCTV8,http://121.11.160.7:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://121.227.243.195:7766/rtp/239.49.1.8:6000
CCTV8,http://121.232.178.75:60001/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://121.33.239.242:9901/tsfile/live/0008_1.m3u8
CCTV8,http://121.33.239.242:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://122.227.173.42:8188/rtp/233.50.201.199:5140
CCTV8,http://122.228.104.230:9901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8,http://123.10.78.208:808/hls/8/index.m3u8
CCTV8,http://123.113.101.206:9901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8,http://123.113.187.204:8000/rtp/239.3.1.175:8001
CCTV8,http://123.113.187.204:8000/udp/239.3.1.175:8001
CCTV8,http://123.113.205.253:3000/624878356
CCTV8,http://123.117.237.15:8680/udp/239.3.1.175:8001
CCTV8,http://123.118.55.165:45237/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://123.118.63.55:8686/rtp/239.3.1.175:8001
CCTV8,http://123.122.163.183:19999/udp/239.3.1.175:8001
CCTV8,http://123.129.70.178:9901/tsfile/live/0008_1.m3u8
CCTV8,http://123.129.70.178:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://123.130.84.106:8154/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://123.132.233.194:352/tsfile/live/0008_1.m3u8
CCTV8,http://123.138.216.44:9902/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://123.138.22.30:9901/tsfile/live/0008_1.m3u8
CCTV8,http://123.161.202.170:9901/tsfile/live/0008_1.m3u8
CCTV8,http://123.161.39.128:9901/tsfile/live/0008_1.m3u8
CCTV8,http://123.163.114.121:9901/tsfile/live/0008_1.m3u8
CCTV8,http://123.163.55.234:9901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8,http://123.182.60.29:9002/hls/8/index.m3u8
CCTV8,http://123.189.36.39:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://123.254.110.101:5000/1000000005000265008/ystenlive/index.m3u8
CCTV8,http://123.7.110.43:9901/tsfile/live/0008_1.m3u8
CCTV8,http://124.114.103.242:9901/tsfile/live/0008_1.m3u8
CCTV8,http://124.114.57.188:9901/tsfile/live/0008_1.m3u8
CCTV8,http://124.128.73.58:9901/tsfile/live/0008_1.m3u8
CCTV8,http://124.128.73.58:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://124.165.251.82:85/tsfile/live/0008_1.m3u8
CCTV8,http://124.165.251.82:9999/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://124.231.212.230:9999/tsfile/live/0008_1.m3u8
CCTV8,http://124.77.202.8:49155/624878356
CCTV8,http://124.93.18.238:9003//hls/8/index.m3u8
CCTV8,http://125.107.223.224:9901/tsfile/live/0008_1.m3u8
CCTV8,http://125.107.69.141:9901/tsfile/live/0008_1.m3u8
CCTV8,http://125.32.182.146:9901/tsfile/live/0008_1.m3u8
CCTV8,http://125.38.229.86:8888/udp/225.1.1.196:5002
CCTV8,http://125.42.148.9:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://125.43.241.34:9901/tsfile/live/1007_1.m3u8
CCTV8,http://125.43.245.50:9901/tsfile/live/1007_1.m3u8
CCTV8,http://125.82.168.238:8888/rtp/235.254.198.144:1856
CCTV8,http://125.82.168.238:8888/rtp/235.254.198.57:1504
CCTV8,http://125.82.171.210:8888/rtp/235.254.198.144:1856
CCTV8,http://125.82.171.210:8888/rtp/235.254.198.57:1504
CCTV8,http://125.89.163.44:8888/udp/239.77.0.172:5146
CCTV8,http://127.0.0.1:9978/proxy?do=ysptp&type=m3u8&id=cctv8
CCTV8,http://137.175.111.185/migu/?id=cctv8
CCTV8,http://139.227.21.22:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://139.227.221.119:9901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8,http://14.112.86.85:4022/udp/239.77.0.172:5146
CCTV8,http://14.204.53.128:9901/tsfile/live/0008_1.m3u8
CCTV8,http://14.212.185.71:9901/tsfile/live/0008_1.m3u8
CCTV8,http://14.29.76.30:9901/tsfile/live/1014_1.m3u8?key=txiptv
CCTV8,http://144.52.160.109:9901/tsfile/live/1008_1.m3u8
CCTV8,http://148.135.93.213:81/live.php?id=CCTV8
CCTV8,http://150.158.112.123/%E5%85%AC%E4%BC%97%E5%8F%B7~%E7%8E%89%E7%8E%89%E8%BD%AF%E4%BB%B6%E5%BA%93/mg.php?id=cctv8
CCTV8,http://154.219.105.170:82/iptvYS5098.php?id=20008
CCTV8,http://163.177.122.122:9901/tsfile/live/1027_1.m3u8
CCTV8,http://163.177.122.71:9901/tsfile/live/1027_1.m3u8
CCTV8,http://163.177.122.75:9901/tsfile/live/1018_1.m3u8
CCTV8,http://168250.xyz:1111/rtp/239.5.1.104:5000
CCTV8,http://171.108.239.79:8181/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://171.108.239.98:8181/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://171.108.239.99:8181/tsfile/live/1034_1.m3u8?key=txiptv
CCTV8,http://171.108.239.99:8181/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://171.110.42.238:8181/tsfile/live/0008_1.m3u8
CCTV8,http://171.110.42.239:8181/tsfile/live/0008_1.m3u8
CCTV8,http://171.116.59.153:9999/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://171.117.12.136:9999/tsfile/live/0008_1.m3u8
CCTV8,http://171.117.13.242:9999/tsfile/live/0008_1.m3u8
CCTV8,http://171.117.241.88:9901/tsfile/live/0008_1.m3u8
CCTV8,http://171.117.246.85:9003//hls/9/index.m3u8
CCTV8,http://171.120.56.145:9003//hls/9/index.m3u8
CCTV8,http://171.213.140.54:8123/udp/239.93.42.39:5140
CCTV8,http://171.213.196.134:8088/udp/239.93.0.154:5140
CCTV8,http://171.213.196.134:8088/udp/239.93.1.74:5140
CCTV8,http://171.213.196.134:8088/udp/239.93.42.39:5140
CCTV8,http://171.213.234.216:8089/rtp/239.93.42.39:5140
CCTV8,http://171.8.247.154:808/hls/8/index.m3u8
CCTV8,http://175.10.230.91:8081/tsfile/live/0008_1.m3u8
CCTV8,http://175.18.189.238:9998/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://175.20.235.74:9901/tsfile/live/1007_1.m3u8
CCTV8,http://175.8.213.198:8081/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://175.8.28.207:9999/tsfile/live/0008_1.m3u8
CCTV8,http://1752e145z8.vicp.fun:35455/gaoma/cctv8.m3u8
CCTV8,http://1752e145z8.vicp.fun:35455/gaoma/cctv8k_36m.m3u8
CCTV8,http://180.117.149.221:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://180.119.183.89:8800/rtp/239.49.1.8:6000
CCTV8,http://180.173.234.172:4022/udp/239.45.1.71:5140
CCTV8,http://182.113.7.123:9901/tsfile/live/0008_1.m3u8
CCTV8,http://182.117.198.1:9901/tsfile/live/0008_1.m3u8
CCTV8,http://182.123.208.111:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://182.91.124.224:9901/tsfile/live/1044_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV8,http://182.92.109.190:1668/72/72.php?id=cctv8
CCTV8,http://182.92.109.190:1668/migu720/migu720.php?id=cctv8
CCTV8,http://183.136.148.214:9901/tsfile/live/1018_1.m3u8
CCTV8,http://183.141.166.170:9999/rtp/233.50.201.199:5140
CCTV8,http://183.164.37.17:4022/rtp/238.1.78.173:7256
CCTV8,http://183.164.46.181:6688/rtp/238.1.78.173:7256
CCTV8,http://183.165.195.249:7000/rtp/238.1.78.173:7256
CCTV8,http://183.184.10.34:9003//hls/9/index.m3u8
CCTV8,http://183.185.105.197:8082/rtp/226.0.2.211:9600
CCTV8,http://183.185.105.197:8082/rtp/226.0.2.25:8112
CCTV8,http://183.215.134.239:19901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://183.215.134.239:19901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0#http://124.165.251.82:85/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0#http://tvbox6.icu/tv/migu.php?id=cctv8
CCTV8,http://183.222.15.202:4321/rtp/239.11.0.103:5140
CCTV8,http://183.223.157.33:9901/tsfile/live/0008_1.m3u8
CCTV8,http://183.223.157.33:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://183.233.155.69:8001/624878356
CCTV8,http://183.3.134.56:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://183.30.201.121:10002/rtp/239.77.0.172:5146
CCTV8,http://183.30.201.121:10002/rtp/239.77.0.181:5146
CCTV8,http://183.53.109.104:8085/hls/9/index.m3u8
CCTV8,http://183.66.13.82:60033/tsfile/live/0008_1.m3u8
CCTV8,http://183.66.15.146:60901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8,http://183.66.15.146:60901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://183.94.1.118:8801/tsfile/live/0008_1.m3u8
CCTV8,http://1b6467f415.iok.la:9931/tsfile/live/1028_1.m3u8
CCTV8,http://202.100.46.58:9901/tsfile/live/1007_1.m3u8
CCTV8,http://209.141.58.162:4994/proxy?url=http%3A//209.141.58.162%3A62315/ysptp/cctv8.m3u8
CCTV8,http://211.101.234.24:866/aishang/migu.php/migu.php?id=cctv8
CCTV8,http://211.101.247.19:6699/api/migu.php?type=hls&url=cctv8
CCTV8,http://218.24.193.146:808/rtp/232.0.0.173:1234
CCTV8,http://218.241.192.50:8808/rtp/239.3.1.175:8001
CCTV8,http://218.29.168.146:352/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://218.3.138.25:1111/tsfile/live/1007_1.m3u8
CCTV8,http://218.3.138.25:1111/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://218.76.32.193:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://218.89.240.144:59901/tsfile/live/0008_1.m3u8
CCTV8,http://218.89.240.144:59901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://219.128.121.202:59901/tsfile/live/0008_1.m3u8
CCTV8,http://219.128.121.202:59901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8,http://219.135.180.210:18888/hls/8/index.m3u8
CCTV8,http://219.145.93.74:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://219.145.93.74:9999/tsfile/live/0008_1.m3u8
CCTV8,http://219.159.147.195:9901/tsfile/live/1010_1.m3u8?key=txiptv
CCTV8,http://219.159.147.195:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://219.159.194.18:8181/tsfile/live/0008_1.m3u8
CCTV8,http://219.159.194.213:8181/tsfile/live/0008_1.m3u8
CCTV8,http://220.170.241.204:9901/tsfile/live/0008_1.m3u8
CCTV8,http://220.170.241.204:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://220.173.254.6:6666/udp/239.81.0.234:4056
CCTV8,http://221.13.234.157:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://221.13.234.29:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://221.13.235.58:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://221.193.168.227:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://221.2.148.205:8154/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://221.205.92.29:9003/hls/9/index.m3u8
CCTV8,http://221.213.69.82:9901/tsfile/live/0008_1.m3u8
CCTV8,http://221.219.79.161:4000/rtp/239.3.1.175:8001
CCTV8,http://221.219.79.161:4000/udp/239.3.1.175:8001
CCTV8,http://221.222.162.206:8888/udp/239.3.1.175:8001
CCTV8,http://221.224.4.170:1111/tsfile/live/0008_1.m3u8
CCTV8,http://221.225.162.96:9004/hls/8/index.m3u8
CCTV8,http://221.233.192.152:1111/tsfile/live/0008_1.m3u8
CCTV8,http://222.169.85.8:9901/tsfile/live/0008_1.m3u8
CCTV8,http://222.174.239.62:352/tsfile/live/0008_1.m3u8
CCTV8,http://222.174.239.62:352/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://222.217.230.192:8181/tsfile/live/0008_1.m3u8
CCTV8,http://222.217.230.193:8181/tsfile/live/0008_1.m3u8
CCTV8,http://222.217.230.195:8181/tsfile/live/0008_1.m3u8
CCTV8,http://222.240.44.42:12810/newlive/live/hls/9/live.m3u8
CCTV8,http://222.241.154.37:9901/tsfile/live/23008_1.m3u8
CCTV8,http://222.241.154.37:9901/tsfile/live/23008_1.m3u8?key=txiptv
CCTV8,http://222.241.154.37:9901/tsfile/live/23008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://222.67.177.132:12345/udp/239.45.1.71:5140
CCTV8,http://222.89.96.36:8001/hls/8/index.m3u8
CCTV8,http://223.14.160.144:9901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8,http://223.145.224.76:8000/udp/239.76.246.158:1234
CCTV8,http://223.145.224.76:8000/udp/239.76.253.158:9000
CCTV8,http://223.145.224.77:8000/udp/239.76.246.158:1234
CCTV8,http://223.145.224.77:8000/udp/239.76.253.158:9000
CCTV8,http://223.151.49.74:59901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://223.159.8.12:8099/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV8,http://223.166.234.114:7777/tsfile/live/0008_1.m3u8
CCTV8,http://223.166.234.19:7777/tsfile/live/0008_1.m3u8
CCTV8,http://223.241.247.214:9901/tsfile/live/0008_1.m3u8
CCTV8,http://223.75.149.129:9906/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8,http://223.78.65.165:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
