更新时间,#genre#
20260908 08:17,url


RespoTime,whitelist,#genre#
881.73ms,淘宝电影制片厂,https://www.goodiptv.club/huya/11336575
881.74ms,镇江新闻综合,http://jxj.zhgdyun.com:1234/639731783
881.79ms,大猫归来,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/8c13b8463ee54e93a0a0ccc33dab33ef/1200.m3u8
881.89ms,任贤齐1,https://vd2.bdstatic.com/mda-pk218iztk2svc1ef/1080p/cae_h264/1699061650530228247/mda-pk218iztk2svc1ef.mp4
882.01ms,Parlamenti közvetítés,https://plenaris.parlament.hu:446/edgelive/smil:mkogyplen.smil/playlist.m3u8
882.02ms,韩国歌团117,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240106477140.mp4
882.31ms,棕熊把守的水上要塞(上),http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/50590d053a2245428391323902e07d0e/1200.m3u8
882.33ms,泰安综合,http://39.134.144.6:8089/PLTV/88888888/224/3221225720/index.m3u8
882.58ms,来生不再错过你,https://alimov2.a.kwimgs.com/upic/2022/06/01/06/BMjAyMjA2MDEwNjEyNTVfOTU2MzA3MDg4Xzc1NzE0NzkyMDQ4XzJfMw==_b_Bc46876778eea16365c432ad0fd637316.mp4
882.64ms,平阴综合,http://39.134.144.6:8089/PLTV/88888888/224/3221226197/index.m3u8
883.01ms,世界地理,http://dassby.qqff.top:99/live/世界地理/index.m3u8
883.21ms,MDIIpanik,https://livetv.streams.ovh:1936/paniktv/paniktv/playlist.m3u8
883.28ms,Kanizsa TV,https://cloudfront44.lexanetwork.com:1344/freerelay/kanizsavtv.sdp/playlist.m3u8
883.47ms,李连杰功夫 经典武侠,https://live.ottiptv.cc/yy/74613175
883.58ms,小丽说电影,https://www.goodiptv.club/huya/20056437
883.66ms,Türkmen Sporty,https://alpha.tv.online.tm/hls/ch004.m3u8
883.72ms,解说_阿翔说电影,https://live.metshop.top/huya/16868935
883.84ms,LIVENOW FROM FOX,https://jmp2.uk/rok-f9c0d48b540a55dcb98b04d2cc8abf25.m3u8
884.03ms,广东珠江,http://gmxw.7766.org:808/hls/83/index.m3u8
884.31ms,湿地之争豹与鳄鱼,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1fe1e5df7c9d4b38a0a855e092a7b6c1/1200.m3u8
884.43ms,黄果树六角亭瀑布,https://gcalic.v.myalicdn.com/gc/hgsspzxdpb_1/index.m3u8
884.60ms,Video Mediterraneo,https://bfbe5f347ac4424faf719dda285bc39e.msvdn.net/live/S54897858/4gWO7tTzpK3N/playlist.m3u8
884.77ms,岭南戏曲,http://907698324.xyz:7088/udp/239.77.0.122:5146
884.96ms,電影享不停,https://live.metshop.top/huya/16873147
885.06ms,CCTV14,https://play.kankanlive.com/live/1698423575756915.m3u8
885.10ms,木叶上忍的究极对决,https://vd4.bdstatic.com/mda-mahnrqxb6xvgzyte/sc/cae_h264_nowatermark/1610957664/mda-mahnrqxb6xvgzyte.mp4
885.15ms,ADN Noticias,https://mdstrm.com/live-stream-playlist/60b578b060947317de7b57ac.m3u8
885.93ms,小熊的故事2,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/3499a172820f47da988e5aaeb187ec29/1200.m3u8
886.02ms,浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8?
886.11ms,NTV,https://cdn4.skygo.mn/live/disk1/NTVHD/HLSv3-FTA/NTVHD.m3u8
886.21ms,苏州-4,https://live-auth.51kandianshi.com/szgd/csztv4.m3u8
886.43ms,林正英专场,http://tv.zimtv.cn/tv/player/api/huya.php?id=11342421
886.48ms,乐山大佛全景,https://gcalic.v.myalicdn.com/gc/lsdfgfl_1/index.m3u8
886.51ms,你潇洒我漂亮,https://vd4.bdstatic.com/mda-nap1xzj997qqcfr8/cae_h264_nowatermark_delogo/1642987657217993390/mda-nap1xzj997qqcfr8.mp4
887.32ms,FAIRCHILD EAST,http://line.senpay23.com:80/4cafe94867/48a12d348c/90350
887.38ms,Siping TV,http://stream2.jlntv.cn/sptv/sd/live.m3u8?_upt=f27750421743154598
887.65ms,野生世界竞技场(上),http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/11ac06bbb4f0426fbc4c7b3bfd864b3f/1200.m3u8
887.76ms,iPanda成都,http://gcalic.v.myalicdn.com/gc/ipanda_1hd/index.m3u8
887.99ms,浙江钱江,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8?
888.00ms,Ionian Channel,https://stream.ioniantv.gr/ionian/live_abr/playlist.m3u8
888.03ms,老吴说电影,https://www.goodiptv.club/huya/16740471
888.34ms,《潇洒的走DJ》动感节奏,https://vd4.bdstatic.com/mda-kgirfiwxg342z9d8/v1-cae/sc/mda-kgirfiwxg342z9d8.mp4
888.34ms,The Weather Network,https://jmp2.uk/stvp-CABC23000223U
888.40ms,韩国歌团125,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240001228776.mp4
888.60ms,夜店伤感DJ舞曲王杰英雄泪 ,https://vd2.bdstatic.com/mda-kg8y4mm4rambwq24/v1-cae/1080p/mda-kg8y4mm4rambwq24.mp4
889.02ms,容祖儿《2010 Coccert Number 6演唱会 完整版,https://vd3.bdstatic.com/mda-pa86mtej4sz5n2vr/576p/h264/1673240260923662881/mda-pa86mtej4sz5n2vr.mp4
889.10ms,辽宁卫视,http://kkk.888.3116598.xyz/api.php?n=tttt&id=wSypxw&tk=FgM0vQMejxvG
889.92ms,林志颖合集,https://vd4.bdstatic.com/mda-nksb70tv5vt9d5ta/sc/cae_h264/1669539791287641428/mda-nksb70tv5vt9d5ta.mp4
889.98ms,民视综艺4gtv,http://rihou.cc:555/tv/[4g]民视综艺
890.04ms,今日热歌DJ如果爱还在A8回心转意爱到最后就是痛[1920*1080],https://vd2.bdstatic.com/mda-mhhf5mr00yyhpfjs/1080p/cae_h264/1629284581057661229/mda-mhhf5mr00yyhpfjs.mp4
890.41ms,人间卫视,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w614428743.m3u8
890.42ms,卓依婷-流星雨,http://vd3.bdstatic.com/mda-jfap39wqmi2yisu6/mda-jfap39wqmi2yisu6.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
890.93ms,汪清综合,http://stream5.jlntv.cn/wq/playlist.m3u8
891.01ms,娛樂新聞台(HK),http://tv123.cc.cd/live.php?ch=370&sid=a694da5b49ff7d8be9209b0bd5a5bd46&exp=1788802173&sig=887adcaae63f16868358e221b92e00dcfd2abcf3ef47d8c16017404ab97663a9
891.13ms,生存的望(下),http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/d9765b81ca83444a9ba7b6a335b2466a/1200.m3u8
891.14ms,虎妈妈爱(上),http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/6855ee238c9c4e9893ff342b7dbe5a2b/1200.m3u8
891.32ms,韩国歌团043,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239837532125.mp4
891.38ms,韩国歌团068,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240017737344.mp4
891.42ms,海南广播电视总台少儿,http://jxj.zhgdyun.com:1234/962067523
891.53ms,破案港剧,https://live.ottiptv.cc/yy/1350670730
891.54ms,小眼神儿,https://txmov2.a.kwimgs.com/upic/2022/06/11/06/BMjAyMjA2MTEwNjEwMzBfOTU2MzA3MDg4Xzc2NDk1MjcxMzQ0XzJfMw==_b_B0a6337e3320ce11099569586e7e22c9b.mp4
891.62ms,海峡卫视,http://jxj.zhgdyun.com:1234/849119120
891.78ms,猫和老鼠,https://live.ottiptv.cc/huya/11352879
891.94ms,韩国歌团002,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239978750464.mp4
892.06ms,亮剑,http://8.155.43.98:35455/huya/30080238
892.15ms,The Boat Show – Pluto TV,https://service-stitcher.clusters.pluto.tv/v1/stitch/embed/hls/channel/63eb58aa60bc8f0008caa8f8/master.m3u8?deviceId=channel&deviceModel=web&deviceVersion=1.0&appVersion=1.0&deviceType=rokuChannel&deviceMake=rokuChannel&deviceDNT=1&advertisingId=channel&embedPartner=rokuChannel&appName=rokuchannel&is_lat=1&bmodel=bm1&content=channel&platform=web&tags=ROKU_CONTENT_TAGS&coppa=false&content_type=livefeed&rdid=channel&genre=ROKU_ADS_CONTENT_GENRE&content_rating=ROKU_ADS_CONTENT_RATING&studio_id=viacom&channel_id=channel
892.33ms,战争电影,https://live.metshop.top/huya/21059574
892.55ms,NOW 70s,https://lightning-now70s-samsungnz.amagi.tv/playlist.m3u8
892.73ms,中央电视塔东,https://gcalic.v.myalicdn.com/gc/ztd_1/index.m3u8
893.14ms,KABC,http://lunar.pm:8080/live/kita/Twin/64455.ts
893.24ms,乌镇西市河,https://gcalic.v.myalicdn.com/gc/zjwzbblh_1/index.m3u8
893.41ms,自己美,https://alimov2.a.kwimgs.com/upic/2022/05/12/11/BMjAyMjA1MTIxMTM4NThfOTU2MzA3MDg4Xzc0MjE4MDcwMTU2XzJfMw==_b_B56ef1a8255c2b22f475319b2da7819a9.mp4
893.55ms,龙虾电影,https://www.goodiptv.club/huya/27742234
894.12ms,视觉艺术视觉,https://vd2.bdstatic.com/mda-ncj8cwfhcr4zyrfd/sc/cae_h264_delogo/1647755833056552862/mda-ncj8cwfhcr4zyrfd.mp4
894.15ms,韩国歌团153,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240389031565.mp4
894.27ms,FOX Weather,https://jmp2.uk/stvp-USBD700003L7
894.29ms,Россия 1,https://live.smotrim.ru/vgtrk/0/russia1-hd/index.m3u8
894.32ms,韩国歌团080,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239989445779.mp4
894.69ms,正經說電影,https://live.metshop.top/huya/19583776
894.82ms,韩国太妍20,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240418087243.mp4
895.49ms,Stiletv,https://proxy.media.convergenze.it/stiletv/streams/oQOFd7JglHjO1631525551097.m3u8
895.82ms,韩国歌团052,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239945877111.mp4
895.88ms,韩国歌团029,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239811800375.mp4
896.01ms,baby,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v1e00fgi0000ctq63sfog65oesmmlnfg&ratio=720p&line=0
896.10ms,蔡旻佑-我可以,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000c70vjubc77u9ubc7ofdg&ratio=720p&line=0
896.24ms,车载老歌经典DJ舞曲孙露挪威的森林,https://vd2.bdstatic.com/mda-kfvsm5czx1m2mg15/sc/mda-kfvsm5czx1m2mg15.mp4
896.60ms,三沙卫视,https://live.264788.xyz/channel/sanshaweishi?streamid=b0f97355568c17a6d1ca3a67795ee670&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
896.81ms,经典车载夜店老歌经典DJ那英征服背景,https://vd4.bdstatic.com/mda-kgen4cub8hp1whm5/v1-cae/1080p/mda-kgen4cub8hp1whm5.mp4
896.98ms,江苏综艺,http://jxj.zhgdyun.com:1234/626065193
897.18ms,有线新闻,http://cm61-10-2-143.hkcable.com.hk/live_freedirect/freehd209_h.live/playlist.m3u8
897.25ms,风云音乐,https://itv.1920.qzz.io/api/ysp.php?id=cctvfyyy
897.38ms,蒋小呢-for,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000c4k69ujc77u3f5l37i50&ratio=720p&line=0
898.05ms,韩国歌团045,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240063650207.mp4
898.52ms,深圳都市,http://116.77.33.98:44330/tsfile/live/0019_1.m3u8?key=txiptv&playlive=0&authid=0
898.55ms,巫启贤-只因你伤心,http://vodcdn.video.taobao.com/oss/ali-video/c28acbe36530da595b04161855bba004/video.m3u8
898.75ms,靖洋戏剧4gtv,http://rihou.cc:555/tv/[4g]靖洋戏剧
898.98ms,黄花城水长城02,http://gctxyc.liveplay.myqcloud.com/gc/wgw02_1/index.m3u8
898.99ms,江西卫视,http://home.szjim.top:4000/udp/239.77.1.219:5146
899.01ms,K24 TV,https://livecdn.premiumfree.tv/afxpstr/K24Backup/index.m3u8
899.06ms,CCTV-16咪咕,https://live.264788.xyz/channel/cctv164k?streamid=aac7972bcf1975e8346c9af0508a7c01&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
899.81ms,经典粤语DJ私人订制,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000crdl34vog65v7e9of17g&ratio=720p&line=0
899.84ms,韩国歌团097,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240243499351.mp4
899.85ms,海南广播电视总台社会与法,http://jxj.zhgdyun.com:1234/962045223
899.95ms,抢滩勇士(下),http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/0d4351715b27425d87a926b964b6cdaf/1200.m3u8
899.98ms,皮皮猫影视,https://www.goodiptv.club/huya/23310352
899.99ms,耙耳朵新篇-张德高,https://vd3.bdstatic.com/mda-ja4hcrdqyi829ygq/hd/mda-ja4hcrdqyi829ygq.mp4
900.08ms,K车载夜店DJ舞曲张柏芝星语心愿,https://vd2.bdstatic.com/mda-kggd658nvfkf142n/v1-cae/1080p/mda-kggd658nvfkf142n.mp4
900.25ms,憨憨哥说电影,https://www.goodiptv.club/huya/24917827
900.39ms,安徽-黄山卧云峰,https://gcalic.v.myalicdn.com/gc/hswlf_1/index.m3u8?contentid=2820180516001
900.43ms,白狮归来2,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/e3b36e52d0bc4a0a851a1bd3fa181365/1200.m3u8
900.44ms,CCTV13,https://play.kankanlive.com/live/1698423543275916.m3u8
900.53ms,HBO SIGNATURE,http://31.43.191.125:8080/vip6821768502490/6c17bae55394/34647
900.64ms,HBO SIGNATURE,https://d1k6kax80wecy5.cloudfront.net/RLnAKY/index.m3u8
900.67ms,North Miami Beach TV (NMBTV) (North Miami Beach FL) (720p),https://cdn3.wowza.com/5/cXdyRHF0Z3kxN0k2/citynmb/G2044_002/playlist.m3u8
900.75ms,解说_俗哥看电影,https://live.metshop.top/huya/15452736
901.19ms,容祖儿-连续剧,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cm5avjbc77u543s8e3b0&ratio=720p&line=0
901.32ms,High TV,https://live.streams.ovh/hightv/hightv/playlist.m3u8
901.47ms,今日演唱会上,http://rihou.cc:555/tv/[mv]今日演上
901.58ms,景泰综合,https://play.kankanlive.com/live/1624439143745981.m3u8
901.66ms,容祖儿-续集,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000cdaap5bc77u0ioga7ah0&ratio=720p&line=0
901.66ms,泰山十八盘,https://gcalic.v.myalicdn.com/gc/taishan05_1/index.m3u8
901.76ms,GB News,https://jmp2.uk/stvp-GBBB1600008R3
901.85ms,More True Crime,https://jmp2.uk/plu-6532e6a9bdf3cf000887ab29.m3u8
902.01ms,郑伊健合集,https://vd4.bdstatic.com/mda-pac8fmnv1a366vmr/hd/cae_h264/1673591592922356655/mda-pac8fmnv1a366vmr.mp4
902.17ms,韩国太妍32,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240130092025.mp4
902.19ms,韩国歌团099,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240030505796.mp4
902.31ms,韩国歌团024,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239809100782.mp4
902.32ms,CCTV14,http://207.56.13.146:81/cdnlive/cctv14.m3u8
902.37ms,歌MV3,http://vd4.bdstatic.com/mda-jhid37v9u4vny09j/sc/mda-jhid37v9u4vny09j.mp4
902.63ms,沫漾电影,https://www.goodiptv.club/huya/15556391
902.87ms,张国荣-沉默是金,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000cgjuqvbc77uc1cnf47ag&ratio=720p&line=0
902.93ms,新疆天山(灯杆山),https://gcalic.v.myalicdn.com/gc/xjtcdgs_1/index.m3u8
903.37ms,夏津公共,http://39.134.144.6:8089/PLTV/88888888/224/3221226255/index.m3u8
903.61ms,梁静茹合集2,https://vd4.bdstatic.com/mda-pjvj2hnsrcas0rd4/1080p/cae_h264/1698714657625462903/mda-pjvj2hnsrcas0rd4.mp4
903.89ms,花千骨电视剧,http://8.155.43.98:35455/yy/1354943110
903.99ms,左左說電影,https://live.metshop.top/huya/25027708
904.38ms,罗时丰心事,http://vd2.bdstatic.com/mda-jaadiz1rwrtrj7kw/sc/mda-jaadiz1rwrtrj7kw.mp4
904.60ms,广安公共,http://live1.gatv.com.cn:85/live/GGPD.m3u8
904.67ms,海底世界,https://vd2.bdstatic.com/mda-mm59a95esc9wz5ss/sc/cae_h264/1638774360901145752/mda-mm59a95esc9wz5ss.mp4
904.96ms,猛虎柔情,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/dd3be5a89c1542d3bb4db0953a1430c6/1200.m3u8
905.06ms,罗志祥,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000d0et0mfog65hj1cq0130&ratio=720p&line=0
905.35ms,Paramount Network,https://jmp2.uk/plu-68d566603d3a9580eb461251.m3u8
905.39ms,Now 80s,https://lightning-now80s-samsungnz.amagi.tv/playlist.m3u8
905.52ms,Армія ТБ,https://api-tv.ipnet.ua/api/v1/manifest/2118742632.m3u8
905.80ms,百色综合HD,http://live.gxrb.com.cn/tv/bstv_zh/index.m3u8
905.88ms,韩国歌团051,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240065838644.mp4
905.97ms,fm891音乐播,http://8.155.43.98:35455/bilibili/26544140
905.99ms,凤凰香港,http://122.152.202.33/s/81a8a44f/index.m3u8?id=fhhk
906.31ms,MAN-GA,https://c65b9e710bde44819015af98e72cd7ab.msvdn.net/live/S93572876/aILSQPYFY3pF/playlist.m3u
906.41ms,1995年春晚,https://txmov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQwNzVfMF8z_b_B811c0dec6b9a3d3074a18522c185010a.mp4
906.43ms,永昌综合,https://play.kankanlive.com/live/1652755738635915.m3u8
906.62ms,Белгород 24,http://belnovosti.cdn.easyhoster.ru:8080/stream.m3u8
906.65ms,90s Kids TV 2,https://jmp2.uk/plu-6452c77ed3fdde00080eb3a8.m3u8
906.83ms,鬼吹灯之龙岭迷窟,https://live.ottiptv.cc/huya/29465863
907.07ms,新歌车载夜店伤感DJ舞曲张鑫雨爱若朽木,https://vd4.bdstatic.com/mda-kggiqs6ezbcquus3/v1-cae/1080p/mda-kggiqs6ezbcquus3.mp4
907.12ms,勇敢的王者之心,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/d37b12d09c4144f0a59560f18ff6508a/1200.m3u8
907.22ms,7喜先生,https://live.ottiptv.cc/huya/11342421
907.32ms,DJ《潮湿的心》,https://vd3.bdstatic.com/mda-jfsre2z1s4xk012w/sc/mda-jfsre2z1s4xk012w.mp4
907.42ms,Riigikogu,https://router.euddn.net/862366dd346d6b6392d5231546f3d179/smil:rk_live_1.smil/playlist.m3u8?c=8005
907.65ms,陕西洋县国宝朱鹮02,https://gcalic.v.myalicdn.com/gc/zh02_1/index.m3u8
907.97ms,韩国太妍12,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240295526170.mp4
907.97ms,小动物大猎手(下),http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/ef8ad1d36d9c4515a9e04443687a7f33/1200.m3u8
908.12ms,韩国歌团092,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239895496483.mp4
908.71ms,中牟生活,http://zmgd.zyrnet.com:8888/hls/20/index.m3u8
909.70ms,插翅难逃,http://222.186.39.21:35466/yy/23402146
909.86ms,Komáromi Televízió,https://cloudfront44.lexanetwork.com:1344/relay01/HDE017.sdp/playlist.m3u8
910.39ms,浙江-乌镇龙形田,https://gcalic.v.myalicdn.com/gc/zjwzlxt_1/index.m3u8?contentid=2820180516001
910.42ms,山东-泰山主峰,https://gcalic.v.myalicdn.com/gc/taishan01_1/index.m3u8?contentid=2820180516001
910.45ms,非洲野放计划4,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/28f6148101924fadb0f1cab6017801fe/1200.m3u8
910.47ms,猎食计划3,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/947b6c076a0c4a3ca72a1274731feb66/1200.m3u8
910.51ms,韩国EBS_E频道,http://ebsonairios.ebs.co.kr/plus3tablet500k/tablet500k/plus3tablet500k.index.m3u8?zshijd
910.66ms,童安格40首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5251760219003853218_hlsb.m3u8
910.70ms,13 Entretención,https://origin.dpsgo.com/ssai/event/BBp0VeP6QtOOlH8nu3bWTg/master.m3u8
910.82ms,韩国歌团057,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240069974546.mp4
910.93ms,Bloomberg Originals,https://jmp2.uk/stvp-USAJ30000041W
910.98ms,广州竞赛,http://nn.7x9d.cn/地方台8563/gsw.php?id=gzjs
911.40ms,陈一龙车载DJ舞曲孤独的烟寂寞的酒,https://vd4.bdstatic.com/mda-kgdyhfc2pkr9gysz/v1-cae/1080p/mda-kgdyhfc2pkr9gysz.mp4
911.41ms,黄花城水长城03,https://gcalic.v.myalicdn.com/gc/wgw03_1/index.m3u8
911.62ms,Euronews LIVE,https://jmp2.uk/stvp-AT2600002KW
912.95ms,奇迹发生的时刻,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1dbbdbb87b8f410cbc0f3c742201cd7d/1200.m3u8
913.06ms,貂妹电影,https://www.goodiptv.club/huya/16135154
913.30ms,iPanda都江堰,http://gcalic.v.myalicdn.com/gc/ipanda1000_1hd/index.m3u8
913.37ms,Astro AOD,https://o11.163189.xyz/stream/live/aod/
913.38ms,韩国太妍15,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240177941288.mp4
913.80ms,韩国太妍22,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240181409471.mp4
913.92ms,韩国歌团056,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240187071401.mp4
914.48ms,桃花园,https://vd4.bdstatic.com/mda-ndfy8tf0wvn9d3cb/cae_h264_delogo/1650149737382192115/mda-ndfy8tf0wvn9d3cb.mp4
914.67ms,CCTV12,http://207.56.13.146:81/cdnlive/cctv12.m3u8
914.91ms,韩国歌团126,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240109533631.mp4
914.92ms,云南卫视,http://home.szjim.top:4000/udp/239.253.43.37:5146
915.14ms,德惠综合,http://stream11.jlntv.cn/dehuitv/sd/live.m3u8
915.29ms,韩国歌团009,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239799872402.mp4
915.48ms,無線新聞台,http://125.94.244.29:2101/1234.php?id=46&s=3
915.54ms,RT العربية,https://rt-arb.rttv.com/dvr/rtarab/playlist.m3u8
915.68ms,韩国歌团088,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239890568711.mp4
915.72ms,Cine en español,https://jmp2.uk/plu-5cf96b1c4f1ca3f0629f4bf0.m3u8
915.90ms,韩国太妍37,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240139720035.mp4
916.06ms,悟道法师,https://tw2.amtb.de/liveedge/_definst_/smil:wdmaster.smil/playlist.m3u8
916.31ms,爱拼才会赢,http://vd3.bdstatic.com/mda-jfreugw1pcza8xr1/mda-jfreugw1pcza8xr1.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
916.33ms,電影間諜,https://live.metshop.top/huya/16149609
916.43ms,Zhejiang TV International,https://ali-m-l.cztv.com/channels/lantian/channel10/1080p.m3u8
916.54ms,黑龙江-雪乡梦幻家园,https://gcalic.v.myalicdn.com/gc/mdjxxmhjyxj_1/index.m3u8?contentid=2820180516001
916.58ms,雍正王朝,https://live.ottiptv.cc/huya/11342439
916.59ms,解说_顾久撩电影,https://live.metshop.top/huya/16422212
916.77ms,高音质DJ舞曲刘心宇你就是我的唯一 好听到爆,https://vd2.bdstatic.com/mda-keujvw0ks0075z85/v1-cae/sc/mda-keujvw0ks0075z85.mp4
916.93ms,韩国歌团054,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239842640589.mp4
916.99ms,大冪冪電影,https://live.metshop.top/huya/24986575
917.04ms,電影充電站,https://live.metshop.top/huya/20064385
917.06ms,发红包-贾冰沙溢,https://vd3.bdstatic.com/mda-pjjb2szh0n4neqkn/sc/cae_h264/1697844560163307160/mda-pjjb2szh0n4neqkn.mp4
917.16ms,FehérvárTV,https://cloudfront44.lexanetwork.com:1344/relay44_1/HDE046.sdp/playlist.m3u8
917.79ms,Bantan,https://cdn4.skygo.mn/live/disk1/Popcorn/HLSv3-FTA/Popcorn.m3u8
917.86ms,广西玉林大容山莲花山顶,https://gcalic.v.myalicdn.com/gc/drs01_1/index.m3u8
917.87ms,韩国歌团055,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240186067562.mp4
918.02ms,张学友《2007年 光年巡回 演唱会 完整版》,https://vd4.bdstatic.com/mda-nmek3yr26v0mmia8/360p/h264/1671114180615380093/mda-nmek3yr26v0mmia8.mp4
918.21ms,TVS Family Channel (360p),https://rpn.bozztv.com/gusa/gusa-TVSFamilyChannel/index.m3u8
918.21ms,天道-9.2高分好剧,https://live.ottiptv.cc/yy/1382735574
918.27ms,山西卫视,https://live.264788.xyz/channel/shanxiweishi?streamid=eeb7d60ca6e0db131ea7a092a3cd28d2&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
918.31ms,That's Why You Go Away,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300f2b0000btjbvrnm1ok3likh5big&ratio=720p&line=0
918.35ms,重庆卫视,http://p2.ioioz.com/videojs.php?id=https://sjlivecdn9.cbg.cn/202609070906/app_2/_definst_/ls_2.stream/chunklist.m3u8
918.37ms,精武英雄-李连杰主演经典动作片,https://live.ottiptv.cc/yy/1382736873
918.42ms,韩国歌团059,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240070818783.mp4
918.84ms,韩国歌团147,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240268654616.mp4
918.85ms,湖南-张家界迷魂台,https://gcalic.v.myalicdn.com/gc/zjjmht_1/index.m3u8?contentid=2820180516001
919.06ms,LiveNOW from FOX,https://jmp2.uk/stvp-USBA300024TN
919.49ms,鬣蜥生存攻略,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/ae22dffaf28f496584fc581ab72fab9c/1200.m3u8
919.58ms,韩国歌团106,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239994460907.mp4
919.61ms,重庆卫视,http://39.134.144.6:8089/PLTV/88888888/224/3221225952/index.m3u8
919.69ms,新疆天山(定海神针),http://gctxyc.liveplay.myqcloud.com/gc/xjtcdhsz_1/index.m3u8
920.24ms,韩国歌团103,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240339124000.mp4
920.30ms,凡人修仙传04,http://jx.999315.xyz/yzzy/20250727/11839_e6a88d08/index.m3u8
920.46ms,MTV Spankin' New (1080p),https://jmp2.uk/plu-5d14fdb8ca91eedee1633117.m3u8
920.59ms,韩国歌团001,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240095359203.mp4
921.23ms,海哥电影,https://www.goodiptv.club/huya/25789589
